acquisition_method,domain,expected_rows,job_id,next_action,notes,priority,source_id,source_name,status,target_record_type,url,vendor_positive_use
direct_download_or_public_api,product_identity_barcode_classification,unknown,ACQ-0084,download_bulk_file_or_call_public_api,Cosmetics and personal-care product identity and ingredient data.,2,OPEN_BEAUTY_FACTS,Open Beauty Facts,not_started,source,https://world.openbeautyfacts.org/,attribute_vendor_and_link_to_source
direct_download_or_public_api,product_identity_barcode_classification;furnishings_furniture,unknown,ACQ-0085,download_bulk_file_or_call_public_api,Experimental open barcode/product source for non-food general merchandise.,2,OPEN_PRODUCTS_FACTS,Open Products Facts,not_started,source,https://world.openproductsfacts.org/,attribute_vendor_and_link_to_source
pdf_or_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0086,download_pdf_or_catalog_pages_then_extract_tables,Accuride model-specific slide technical specifications and application notes.,2,ACCURIDE_DIRECTINDUSTRY_PDF,Accuride technical PDF catalog pages,not_started,offer_or_catalog,https://pdf.directindustry.com/pdf/accuride/2601/26400-756277.html,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0087,seed_category_urls_then_extract_jsonld_or_product_cards,"Lift, hinge, pull-out and pocket systems for furniture/cabinet makers and hardware distributors.",2,BLUM_CANADA,Blum Canada public site,not_started,source,https://www.blum.com/ca/en/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0088,seed_category_urls_then_extract_jsonld_or_product_cards,"Fasteners, fittings, valves, clamps, hose, material handling, bins, storage and Red Deer branch context.",2,BOLT_SUPPLY_HOUSE,Bolt Supply House,not_started,offer_or_catalog,https://www.boltsupply.com/,attribute_vendor_and_link_to_source
manual_review,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0089,open_source_review_then_assign_connector_type,Local branch evidence for Red Deer property/industrial fastener sourcing.,2,BOLT_SUPPLY_RED_DEER,Bolt Supply House Red Deer location,not_started,source,https://www.boltsupply.com/locations/red-deer,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0090,seed_category_urls_then_extract_jsonld_or_product_cards,"Tools, hardware, automotive, home, seasonal, property maintenance and general merchandise offer reference.",2,CANADIAN_TIRE_PUBLIC_SITE,Canadian Tire public catalogue,not_started,offer_or_catalog,https://www.canadiantire.ca/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0091,seed_category_urls_then_extract_jsonld_or_product_cards,"Fasteners, safety, tools, vending/inventory-management and industrial supplies.",2,FASTENAL_PUBLIC_SITE,Fastenal public catalogue,not_started,offer_or_catalog,https://www.fastenal.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0092,seed_category_urls_then_extract_jsonld_or_product_cards,"Canadian MRO, tools, fasteners, property supplies, safety, electrical and industrial offer reference.",2,GRAINGER_CANADA_PUBLIC,Grainger Canada public catalogue,not_started,offer_or_catalog,https://www.grainger.ca/,attribute_vendor_and_link_to_source
manual_review,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0093,open_source_review_then_assign_connector_type,"Prototype Grainger-style industrial catalog records with product URLs, manufacturer item number, Grainger part number, price and product image.",2,GRAINGER_KAGGLE_140K,Grainger Products Database - 140K Records,not_started,source,https://www.kaggle.com/datasets/thedevastator/grainger-products-database-140k-records,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0094,seed_category_urls_then_extract_jsonld_or_product_cards,"Western Canadian industrial, agricultural, automotive, safety, heavy-duty truck, construction and property supplies.",2,GREGG_DISTRIBUTORS,Gregg Distributors,not_started,offer_or_catalog,https://greggdistributors.ca/,attribute_vendor_and_link_to_source
manual_review,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0095,open_source_review_then_assign_connector_type,"Architectural hardware, furniture fittings, kitchen storage, sliding/door hardware, lighting and cabinet hardware.",2,HAFELE_CANADA,Häfele Canada,not_started,offer_or_catalog,https://www.hafele.ca/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0096,seed_category_urls_then_extract_jsonld_or_product_cards,"Drawer systems, hinges, sliding/folding doors, cabinet hardware, furniture fittings.",2,HETTICH_CANADA,Hettich Canada,not_started,offer_or_catalog,https://web.hettich.com/en-ca/home,attribute_vendor_and_link_to_source
manual_review,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0097,open_source_review_then_assign_connector_type,"Woodworking tools, hardware, gardening, cabinet hardware and property/home tools.",2,LEE_VALLEY,Lee Valley Tools,not_started,offer_or_catalog,https://www.leevalley.com/,attribute_vendor_and_link_to_source
manual_review,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0098,open_source_review_then_assign_connector_type,"Local fastener solutions, abrasives, bolts, bolt bins, storage, anchors, drill bits, hand tools, nuts, washers, screws.",2,RED_DEER_BOLT,Red Deer Bolt Ltd,not_started,source,https://reddeerbolt.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0099,seed_category_urls_then_extract_jsonld_or_product_cards,"Collated fasteners, datacom/low voltage, direct fastening, anchors, hardware, nuts/bolts/washers, strut, rivets, structural attachments.",2,RED_DEER_FASTENERS,Red Deer Fasteners,not_started,offer_or_catalog,https://www.rdfasteners.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,auto_parts_fitment,unknown,ACQ-0100,seed_category_urls_then_extract_jsonld_or_product_cards,"Retail auto parts categories, fitment and current offer examples.",3,ADVANCE_AUTO_PUBLIC_CATALOG,Advance Auto Parts public catalog,not_started,offer_or_catalog,https://shop.advanceautoparts.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,auto_parts_fitment,unknown,ACQ-0101,seed_category_urls_then_extract_jsonld_or_product_cards,"Retail auto parts categories, fitment and current offer examples.",3,AUTOZONE_PUBLIC_CATALOG,AutoZone public auto parts catalog,not_started,offer_or_catalog,https://www.autozone.com/parts,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,auto_parts_fitment,unknown,ACQ-0102,request_api_key_account_or_feed_access,Shop management and parts integration context for professional auto repair.,3,NAPA_TRACS,NAPA TRACS / shop management ecosystem,not_started,source,https://www.napatracs.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,auto_parts_fitment,unknown,ACQ-0103,seed_category_urls_then_extract_jsonld_or_product_cards,"Retail auto parts categories, fitment and current offer examples.",3,OREILLY_PUBLIC_CATALOG,O'Reilly Auto Parts public catalog,not_started,offer_or_catalog,https://www.oreillyauto.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,auto_parts_fitment,unknown,ACQ-0104,seed_category_urls_then_extract_jsonld_or_product_cards,Canadian auto parts retail reference and local-market pricing examples.,3,PARTSAVATAR_CANADA,PartsAvatar Canada public catalog,not_started,offer_or_catalog,https://partsavatar.ca/,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,auto_parts_fitment,unknown,ACQ-0105,request_api_key_account_or_feed_access,ACES/PIES-compliant catalog data with many brands and multi-region coverage.,3,PARTS_SQUARE_CATALOG_DATA,Parts Square automotive catalog data,not_started,offer_or_catalog,https://square.parts/solutions/automotive-catalog-data,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,auto_parts_fitment,unknown,ACQ-0106,request_api_key_account_or_feed_access,"ACES/PIES product data management, syndication and marketplace feeds.",3,PDM_AUTOMOTIVE,PDM Automotive,not_started,offer_or_catalog,https://pdmautomotive.com/,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,auto_parts_fitment,unknown,ACQ-0107,request_api_key_account_or_feed_access,"ACES/PIES expertise, catalog strategy, cleanup, mapping, data sync and delivery.",3,VERTICAL_DEVELOPMENT,Vertical Development auto parts catalog/fitment services,not_started,offer_or_catalog,https://www.verticaldev.com/,attribute_vendor_and_link_to_source
manual_review,computer_it_communications,unknown,ACQ-0108,open_source_review_then_assign_connector_type,Cell phone brands/models/specifications; useful for phone classes if licensing works.,3,BACK4APP_PHONE_DATASET,Cell Phones Brands and Models Database,not_started,offer_or_catalog,https://www.back4app.com/database/paul-datasets/cell-phone-dataset,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,computer_it_communications,unknown,ACQ-0109,request_api_key_account_or_feed_access,"Price and Availability API exposes MSRP, reseller pricing, inventory and product attributes.",3,CDW_API_PORTAL,CDW API Management Portal,not_started,offer_or_catalog,https://portal.apiconnect.cdw.com/apis,attribute_vendor_and_link_to_source
manual_review,computer_it_communications,unknown,ACQ-0110,open_source_review_then_assign_connector_type,Current Dell product datasheets and technical documentation.,3,DELL_DATASHEETS,Dell Product Datasheets,not_started,technical_spec,https://www.dell.com/en-ca/lp/legal/product-info-datasheets,attribute_vendor_and_link_to_source
pdf_or_catalog_parse,computer_it_communications,unknown,ACQ-0111,download_pdf_or_catalog_pages_then_extract_tables,"Dell catalog, SKU descriptions, pricing and order-related information for customer catalog access.",3,DELL_PREMIER_API,Dell Premier APIs / Catalog Pull API,not_started,offer_or_catalog,https://www.delltechnologies.com/asset/en-us/solutions/premier-solutions/briefs-summaries/dell-premier-api-introduction-direct.pdf,attribute_vendor_and_link_to_source
direct_download_or_public_api,computer_it_communications,unknown,ACQ-0112,download_bulk_file_or_call_public_api,"Mobile/cell phone specs and reviews; use carefully as reference, not official bulk feed.",3,GSMARENA,GSMArena phone specification database,not_started,technical_spec,https://www.gsmarena.com/,attribute_vendor_and_link_to_source
manual_review,computer_it_communications,unknown,ACQ-0113,open_source_review_then_assign_connector_type,Extracted mobile phone specs dataset for historical/spec Comparator population.,3,GSMARENA_KAGGLE,GSMArena Phone Dataset on Kaggle,not_started,technical_spec,https://www.kaggle.com/datasets/arwinneil/gsmarena-phone-dataset,attribute_vendor_and_link_to_source
direct_download_or_public_api,computer_it_communications,unknown,ACQ-0114,download_bulk_file_or_call_public_api,"List Azure Marketplace products, cloud/software offers and product metadata.",3,MICROSOFT_AZURE_MARKETPLACE_CATALOG,Microsoft Azure Marketplace Catalog API,not_started,offer_or_catalog,https://learn.microsoft.com/en-us/rest/api/marketplacecatalog/dataplane/list-products/list-products,attribute_vendor_and_link_to_source
manual_review,computer_it_communications,unknown,ACQ-0115,open_source_review_then_assign_connector_type,Frequency/talkgroup/trunking data access for radio programming and reference workflows.,3,RADIOREFERENCE_API,RadioReference Database Web Service API,not_started,offer_or_catalog,https://support.radioreference.com/hc/en-us/articles/18844460198932-Database-Web-Service-API,attribute_vendor_and_link_to_source
manual_review,computer_it_communications,unknown,ACQ-0116,open_source_review_then_assign_connector_type,"Scanner, public safety, amateur and land-mobile frequency/talkgroup context.",3,RADIOREFERENCE_DATABASE,RadioReference Database,not_started,source,https://www.radioreference.com/db/,attribute_vendor_and_link_to_source
manual_review,furnishings_furniture,unknown,ACQ-0117,open_source_review_then_assign_connector_type,"Furniture and interior product BIM objects, 3D models and manufacturer metadata.",3,BIMOBJECT_FURNITURE,BIMobject furniture/manufacturer objects,not_started,technical_spec,https://www.bimobject.com/en-ca,attribute_vendor_and_link_to_source
manual_review,furnishings_furniture,unknown,ACQ-0118,open_source_review_then_assign_connector_type,Generic and manufacturer BIM objects for interiors/furniture.,3,BIM_AND_CO_FURNITURE,BIM&CO furniture/BIM object platform,not_started,technical_spec,https://www.bimandco.com/bim/,attribute_vendor_and_link_to_source
manual_review,furnishings_furniture,unknown,ACQ-0119,open_source_review_then_assign_connector_type,"Structured IKEA product details including name, price, images, categories and variants where API terms allow.",3,IKEA_PRODUCT_DETAILS_API_ZYLA,IKEA Product Details API via Zyla,not_started,offer_or_catalog,https://zylalabs.com/api-marketplace/commerce%2B%26%2Becommerce/ikea%2Bproduct%2Bdetails%2Bapi/2226,attribute_vendor_and_link_to_source
manual_review,furnishings_furniture,unknown,ACQ-0120,open_source_review_then_assign_connector_type,"2,000 furniture product rows with e-commerce fields for prototype/testing, not authoritative current offers.",3,KAGGLE_FURNITURE_ECOM_2024,E-commerce Furniture Dataset 2024,not_started,source,https://www.kaggle.com/datasets/kanchana1990/e-commerce-furniture-dataset-2024,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,furnishings_furniture,unknown,ACQ-0121,request_api_key_account_or_feed_access,3D furniture model/product information where access is available.,3,WAYFAIR_3D_API,Wayfair Realtime 3D Model API,not_started,offer_or_catalog,https://www.aboutwayfair.com/tag/api,attribute_vendor_and_link_to_source
manual_review,housewares_kitchen_appliances_clothing,unknown,ACQ-0122,open_source_review_then_assign_connector_type,"Clothing taxonomy dataset described as 186,150 images, 3-level taxonomy and 52 leaf nodes.",3,ATLAS_CLOTHING_DATASET,Atlas Clothing Product Categorization Dataset,not_started,source,https://github.com/vumaasha/atlas,attribute_vendor_and_link_to_source
manual_review,housewares_kitchen_appliances_clothing,unknown,ACQ-0123,open_source_review_then_assign_connector_type,Best Buy Canada product/search/category/review/availability endpoint references; investigate carefully before production use.,3,BEST_BUY_CANADA_APP_ENDPOINTS,Best Buy Canada mobile app API configuration,not_started,offer_or_catalog,https://www.bestbuy.ca/ns/mobile/android/configuration/v1.3.0/en,attribute_vendor_and_link_to_source
manual_review,housewares_kitchen_appliances_clothing,unknown,ACQ-0124,open_source_review_then_assign_connector_type,"48,825 clothing images with segmentation and fine-grained attributes.",3,FASHIONPEDIA,Fashionpedia Dataset,not_started,source,https://fashionpedia.github.io/home/,attribute_vendor_and_link_to_source
manual_review,housewares_kitchen_appliances_clothing,unknown,ACQ-0125,open_source_review_then_assign_connector_type,Million-scale multi-label fine-grained fashion attribute dataset reference.,3,IMATERIALIST_FASHION,iMaterialist Fashion Attribute Dataset,not_started,source,https://github.com/visipedia/imat_fashion_comp,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,housewares_kitchen_appliances_clothing,unknown,ACQ-0126,request_api_key_account_or_feed_access,"Product data infrastructure for appliances, furniture and mattresses across 300+ brands.",3,SKULYTICS,Skulytics Appliance / Furniture / Mattress Product Data API,not_started,offer_or_catalog,https://skulytics.io/,attribute_vendor_and_link_to_source
manual_review,housewares_kitchen_appliances_clothing;office_supplies_low_cost_general;product_identity_barcode_classification,unknown,ACQ-0127,open_source_review_then_assign_connector_type,"UPC/EAN/ISBN lookup for housewares, kitchenware, appliances and clothing when barcode is known.",3,GO_UPC,Go-UPC Global Barcode Database API,not_started,offer_or_catalog,https://go-upc.com/,attribute_vendor_and_link_to_source
manual_review,housing_construction_materials,unknown,ACQ-0128,open_source_review_then_assign_connector_type,Manufacturer BIM objects and structured product info for building products.,3,BIMOBJECT,BIMobject,not_started,technical_spec,https://www.bimobject.com/en-ca,attribute_vendor_and_link_to_source
manual_review,housing_construction_materials,unknown,ACQ-0129,open_source_review_then_assign_connector_type,Embed previews/downloads; possible integration reference.,3,BIMOBJECT_API_DOCS,BIMobject API documentation,not_started,offer_or_catalog,https://github.com/bimobject/api-documentation,attribute_vendor_and_link_to_source
manual_review,housing_construction_materials,unknown,ACQ-0130,open_source_review_then_assign_connector_type,Manufacturer or generic 2D/3D BIM objects in RFA/SKP/IFC etc.,3,BIM_AND_CO,BIM&CO,not_started,technical_spec,https://www.bimandco.com/bim/,attribute_vendor_and_link_to_source
manual_review,housing_construction_materials,unknown,ACQ-0131,open_source_review_then_assign_connector_type,Structured Home Depot US/Canada product search data when official access unavailable.,3,HOME_DEPOT_SERPAPI,SerpApi Home Depot Search/Product APIs,not_started,offer_or_catalog,https://serpapi.com/home-depot-search-api,attribute_vendor_and_link_to_source
manual_review,housing_construction_materials,unknown,ACQ-0132,open_source_review_then_assign_connector_type,Official supplier-side path; not a public product catalogue feed.,3,HOME_DEPOT_SUPPLIER_HUB,The Home Depot Supplier Hub,not_started,source,https://supplierhub.homedepot.com/,attribute_vendor_and_link_to_source
direct_download_or_public_api,housing_construction_materials,unknown,ACQ-0133,download_bulk_file_or_call_public_api,Manual/searchable current public retail product reference; API/manual extraction path TBD.,3,HOME_HARDWARE_PUBLIC_SITE,Home Hardware public catalogue,not_started,offer_or_catalog,https://www.homehardware.ca/en/,attribute_vendor_and_link_to_source
manual_review,newark_current_online,unknown,ACQ-0134,open_source_review_then_assign_connector_type,,3,ELEMENT14_IO_DOCS,element14 API I/O Docs,not_started,source,https://partner.element14.com/io-docs,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,newark_current_online,unknown,ACQ-0135,request_api_key_account_or_feed_access,,3,ELEMENT14_PRODUCT_SEARCH_API_DOCS,element14 Product Search API REST docs,not_started,source,https://partner.element14.com/docs/Product_Search_API_REST__Description,attribute_vendor_and_link_to_source
public_site_catalog_parse,newark_current_online,unknown,ACQ-0136,seed_category_urls_then_extract_jsonld_or_product_cards,,3,NEWARK_BROWSE,Newark Browse All Products,not_started,source,https://www.newark.com/browse-for-products,attribute_vendor_and_link_to_source
manual_review,newark_current_online,unknown,ACQ-0137,open_source_review_then_assign_connector_type,,3,NEWARK_PROCUREMENT_TOOLS,Newark procurement support tools,not_started,source,https://www.newark.com/services/purchasing-procurement-support,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,newark_current_online,unknown,ACQ-0138,request_api_key_account_or_feed_access,,3,NEWARK_SEARCH_API,Newark Search API,not_started,source,https://www.newark.com/services/purchasing-procurement-support/search-api,attribute_vendor_and_link_to_source
manual_review,newark_current_online,unknown,ACQ-0139,open_source_review_then_assign_connector_type,,3,NEWARK_STATUS_HELP,Newark pricing and availability help,not_started,source,https://www.newark.com/help-pricing-availability,attribute_vendor_and_link_to_source
manual_review,office_supplies_low_cost_general,unknown,ACQ-0140,open_source_review_then_assign_connector_type,Current local Dollarama product browsing through delivery marketplace where available.,3,DOLLARAMA_UBEREATS,Dollarama on Uber Eats,not_started,offer_or_catalog,https://www.ubereats.com/ca/brand/dollarama,attribute_vendor_and_link_to_source
manual_review,office_supplies_low_cost_general;product_identity_barcode_classification,unknown,ACQ-0141,open_source_review_then_assign_connector_type,"Barcode lookup for general merchandise, office supplies and packaged goods.",3,UPCITEMDB,UPCitemdb,not_started,offer_or_catalog,https://www.upcitemdb.com/,attribute_vendor_and_link_to_source
manual_review,product_identity_barcode_classification,unknown,ACQ-0142,open_source_review_then_assign_connector_type,Standardized Canadian product image/data capture process and data quality model.,3,GS1_CA_CONTENT_CAPTURE,GS1 Canada Content Capture,not_started,source,https://gs1ca.org/content-capture/,attribute_vendor_and_link_to_source
direct_download_or_public_api,product_identity_barcode_classification,unknown,ACQ-0143,download_bulk_file_or_call_public_api,Pet food and pet product facts where available.,3,OPEN_PET_FOOD_FACTS,Open Pet Food Facts,not_started,source,https://world.openpetfoodfacts.org/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0144,seed_category_urls_then_extract_jsonld_or_product_cards,Extremely broad industrial hardware/spec reference; useful for product classes and attributes.,3,MCMASTER_CARR,McMaster-Carr catalog,not_started,offer_or_catalog,https://www.mcmaster.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0145,seed_category_urls_then_extract_jsonld_or_product_cards,"Metalworking, MRO, tooling, abrasives, fasteners and industrial supplies.",3,MSC_DIRECT,MSC Industrial Supply,not_started,offer_or_catalog,https://www.mscdirect.com/,attribute_vendor_and_link_to_source
public_site_catalog_parse,tools_fasteners_hardware_property_cabinet,unknown,ACQ-0146,seed_category_urls_then_extract_jsonld_or_product_cards,"MRO, tools, fasteners, safety and property maintenance current offer examples.",3,ZORO,Zoro industrial supplies,not_started,offer_or_catalog,https://www.zoro.com/,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,auto_parts_fitment,unknown,ACQ-0147,request_api_key_account_or_feed_access,Plain-language ACES/PIES overview and resource pointer.,4,CATALOGBRIDGE_STANDARDS,CatalogBridge ACES / PIES standards reference,not_started,source,https://catalogbridge.com/standards,attribute_vendor_and_link_to_source
manual_review,office_supplies_low_cost_general,unknown,ACQ-0148,open_source_review_then_assign_connector_type,Marketplace product lookup for office supplies/general merchandise where credentials and terms allow.,4,AMAZON_PRODUCT_ADVERTISING_API,Amazon Product Advertising API,not_started,offer_or_catalog,https://webservices.amazon.com/paapi5/documentation/,attribute_vendor_and_link_to_source
account_api_or_commercial_feed,office_supplies_low_cost_general,unknown,ACQ-0149,request_api_key_account_or_feed_access,"Possible offer/reference source for low-cost general merchandise, office supplies and housewares.",4,WALMART_MARKETPLACE_API,Walmart Marketplace APIs,not_started,offer_or_catalog,https://developer.walmart.com/,attribute_vendor_and_link_to_source
manual_review,office_supplies_low_cost_general;product_identity_barcode_classification,unknown,ACQ-0150,open_source_review_then_assign_connector_type,Large UPC/GTIN/EAN/ISBN lookup source for product identity enrichment.,4,BIG_PRODUCT_DATA,Big Product Data API,not_started,offer_or_catalog,https://rapidapi.com/bigproductdata/api/big-product-data,attribute_vendor_and_link_to_source
manual_review,product_identity_barcode_classification,unknown,ACQ-0151,open_source_review_then_assign_connector_type,Barcode/product lookup API for many consumer product categories.,4,BARCODE_LOOKUP,Barcode Lookup,not_started,offer_or_catalog,https://www.barcodelookup.com/api,attribute_vendor_and_link_to_source
manual_review,product_identity_barcode_classification,unknown,ACQ-0152,open_source_review_then_assign_connector_type,Open food repository model and API reference for barcoded product datasets.,4,FOODREPO,FoodRepo,not_started,source,https://www.foodrepo.org/,attribute_vendor_and_link_to_source
